"","DPR_std","OCR_std","GSR_std","Player","Squad","Comp","Pos","Cluster","Min_Playing_Time","Overall_Rating"
"145",0.27627614875469,0.394420503698682,0.275921710038859,"Santiago Pierotti","Lecce","Serie A","FW",1,1937,0.30573227835443
"146",0.388388677020626,0.30549422649404,0.207622045084761,"Emmanuel Gyasi","Empoli","Serie A","DF,FW",2,3217,0.305681856194124
"147",0.0710887184504139,0.393274767219142,0.392957088375242,"Daniel Mosquera","Hellas Verona","Serie A","FW",1,1375,0.303673271746315
"148",0.421172395188962,0.395265176715354,0.0891219219924151,"Youssouf Fofana","Milan","Serie A","MF",2,2504,0.303644651295908
"149",0.352532045507271,0.328165127875011,0.222248303877155,"Mikael Ellertsson","Venezia","Serie A","DF,MF",2,2470,0.302552849117741
"150",0.165539516669001,0.375525591006346,0.34359845598542,"Darko Lazović","Hellas Verona","Serie A","DF,MF",1,1459,0.302167556229457
"151",0.203675491633209,0.403613271869352,0.302321892601825,"Sebastiano Esposito","Empoli","Serie A","FW,MF",1,2331,0.300331332951419
"152",0.0614313114985794,0.285355108744657,0.448918551965417,"Artem Dovbyk","Roma","Serie A","FW",1,2418,0.300325084363679
"153",0.230194553438419,0.259923833612227,0.36143170587716,"Teun Koopmeiners","Juventus","Serie A","MF,FW",1,1994,0.299543158004532
"154",0.059205546912085,0.328438112815572,0.424802523973468,"Zito Luvumbo","Cagliari","Serie A","FW,MF",1,1606,0.299136022211634
"155",0.610032826904142,0.145845005935753,0.0541514837989716,"Saúl Coco","Torino","Serie A","DF",2,2845,0.29873191631294
"156",0.144812326508747,0.465048835209178,0.299302579769367,"Faustino Anjorin","Empoli","Serie A","MF",1,1114,0.297968836964375
"157",0.180010792055838,0.412027362848153,0.30667966649599,"Yacine Adli","Fiorentina","Serie A","MF",1,1234,0.297926026058061
"158",0.431569678302684,0.334784420785795,0.107051526935153,"Hans Nicolussi Caviglia","Venezia","Serie A","MF",2,2861,0.297254502421267
"159",0.14537449491256,0.323138176457134,0.372869217633863,"Boulaye Dia","Lazio","Serie A","MF,FW",1,2177,0.297238161007073
"160",0.456885645840739,0.238855848278293,0.155248879421124,"Sead Kolašinac","Atalanta","Serie A","DF",2,1903,0.297179674937983
"161",0.420066833618223,0.411645573038616,0.0547154166703312,"Alberto Dossena","Como","Serie A","DF",2,1825,0.296219420435352
"162",0.545332758112101,0.174378627417435,0.0975961258422028,"Guillermo Maripán","Torino","Serie A","DF",2,2340,0.295391236443775
