"","DPR_std","OCR_std","GSR_std","Player","Squad","Comp","Pos","Cluster","Min_Playing_Time","Overall_Rating"
"1",0.408465327867129,0.533108598042517,0.87955432462436,"Michael Olise","Bayern Munich","Bundesliga","FW,MF",1,2334,0.661894126168808
"2",0.24183774634467,0.29045546318748,0.943913641672757,"Kingsley Coman","Bayern Munich","Bundesliga","FW",1,1282,0.585142568253655
"3",0.324686220635155,0.568829754115584,0.731212308824357,"Florian Wirtz","Leverkusen","Bundesliga","MF,FW",1,2351,0.577628993029921
"4",0.247402795277777,0.260591581374748,0.923512609200811,"Leroy Sané","Bayern Munich","Bundesliga","FW",1,1637,0.56957805667167
"5",0.680506024728973,0.405171761877967,0.333117084231016,"Maximilian Mittelstädt","Stuttgart","Bundesliga","DF",2,2469,0.489979300699854
"6",0.773636575510557,0.433910068269989,0.18392782118436,"Joshua Kimmich","Bayern Munich","Bundesliga","MF",2,2847,0.484960264915508
"7",0.486535971640599,0.446289391376304,0.499786128254339,"Álex Grimaldo","Leverkusen","Bundesliga","DF",1,2636,0.482693687381305
"8",0.249867376665761,0.593642955699321,0.554270858389282,"Mohamed Amoura","Wolfsburg","Bundesliga","FW",1,2467,0.479628420446035
"9",0.102527815142697,0.602278777353094,0.624086518487821,"Omar Marmoush","Eint Frankfurt","Bundesliga","FW,MF",1,1175,0.473813031326169
"10",0.282336289798298,0.315773962816054,0.65239747311019,"Jeremie Frimpong","Leverkusen","Bundesliga","DF,MF",1,2314,0.465249420697481
"11",0.0672442779536983,0.602278777353094,0.624086518487821,"Omar Marmoush","Eint Frankfurt","Bundesliga","FW",1,1448,0.464016917011889
"12",0.382004420374905,0.371795619149598,0.548892167492353,"Paul Nebel","Mainz 05","Bundesliga","MF",1,2345,0.458152634740999
"13",0.308452447498787,0.463872464622199,0.535635116411798,"Xavi Simons","RB Leipzig","Bundesliga","MF",1,2150,0.454566534223716
"14",0.174627388074456,0.245794590816713,0.726424735925933,"Serge Gnabry","Bayern Munich","Bundesliga","FW,MF",1,1242,0.452711541022112
"15",0.385388839737152,0.608964011617053,0.389175860784601,"Romano Schmid","Werder Bremen","Bundesliga","MF",1,2834,0.443233695692269
"16",0.476606583730627,0.490401464554702,0.3911711009827,"Mitchell Weiser","Werder Bremen","Bundesliga","DF,MF",1,2868,0.439772224109731
"17",0.854882619814696,0.294303714332888,0.0636807074670103,"Patrick Mainka","Heidenheim","Bundesliga","DF",2,3060,0.439050517775717
"18",0.437013356702468,0.55869404369926,0.372707583884745,"Ritsu Doan","Freiburg","Bundesliga","FW,MF",1,2862,0.437195316985244
"19",0.930834496952732,0.144232461230821,0.0754544561509166,"Jonathan Tah","Leverkusen","Bundesliga","DF",2,2970,0.432124809043322
"20",0.210466556529122,0.543425895716853,0.499462083129999,"Hugo Ekitike","Eint Frankfurt","Bundesliga","FW",1,2563,0.430248824762152
"21",0.539989733069248,0.324696457448155,0.381147891875827,"Rasmus Kristensen","Eint Frankfurt","Bundesliga","DF",2,2513,0.428537578096608
"22",0.298017690045832,0.311969633221232,0.566646736024302,"Jamal Musiala","Bayern Munich","Bundesliga","MF",1,1798,0.428207368509841
"23",0.494839068516127,0.434837763990176,0.342041277872956,"Dimitris Giannoulis","Augsburg","Bundesliga","DF",2,2650,0.427669357771967
"24",0.333705485059922,0.42492307665773,0.48330500462814,"Julian Brandt","Dortmund","Bundesliga","MF",1,2303,0.427131649967279
"25",0.533942355818213,0.463232573255837,0.269137199492457,"Tom Bischof","Hoffenheim","Bundesliga","MF,FW",2,2559,0.426592053965053
"26",0.118884295465493,0.321056336320079,0.65643033716829,"Karim Adeyemi","Dortmund","Bundesliga","FW,MF",1,1433,0.423095121287196
"27",0.161979701881407,0.317456127306322,0.629163754134311,"Jamie Gittens","Dortmund","Bundesliga","FW,MF",1,1776,0.421297888727714
"28",0.615124941302878,0.461769143149198,0.153925242514305,"Granit Xhaka","Leverkusen","Bundesliga","MF",2,2888,0.419935924213453
"29",0.228730807344387,0.256774247851366,0.609069769308544,"Jamie Leweling","Stuttgart","Bundesliga","MF,FW",1,1663,0.415138626200196
"30",0.105409066514583,0.276896060991948,0.6692198515882,"Thomas Müller","Bayern Munich","Bundesliga","MF,FW",1,1225,0.414313015625213
"31",0.312505991604698,0.589072239556315,0.379923638119763,"Vincenzo Grifo","Freiburg","Bundesliga","FW,MF",1,2432,0.413647338339286
"32",0.180986784602109,0.485660998701966,0.512090959870119,"Franck Honorat","Gladbach","Bundesliga","FW",1,1439,0.413536263709019
"33",0.914591343778003,0,0.147094702790775,"Kim Min-jae","Bayern Munich","Bundesliga","DF",2,2283,0.410281534197378
"34",0.102820381384732,0.328122715968253,0.634514782956012,"Jean Mattéo Bahoya","Eint Frankfurt","Bundesliga","MF,FW",1,921,0.410071090232117
"35",0.267206099000292,0.534918486268764,0.425843621859954,"Andrej Kramarić","Hoffenheim","Bundesliga","MF,FW",1,2767,0.409148755198434
"36",0.214217777593729,0.40089840591067,0.527359171085827,"Ansgar Knauff","Eint Frankfurt","Bundesliga","MF,DF",1,1597,0.408710124679145
"37",0.210331121508331,0.3471858833209,0.55380078847402,"Chris Führich","Stuttgart","Bundesliga","MF,FW",1,1981,0.406633709669208
"38",0.454163737949595,0.222652828111269,0.47614801951789,"Alphonso Davies","Bayern Munich","Bundesliga","DF",1,1560,0.406483406019515
"39",0.0878790092734382,0.507355779580544,0.537793012363293,"Léo Scienza","Heidenheim","Bundesliga","FW,MF",1,1153,0.405247203352479
"40",0.353172595704873,0.205636470875291,0.537125907448589,"Raphaël Guerreiro","Bayern Munich","Bundesliga","DF,MF",1,1572,0.402936115709405
"41",0.157325198798092,0.310935458689155,0.594919117909417,"Nick Woltemade","Stuttgart","Bundesliga","FW,MF",1,1622,0.402220106118526
"42",0.209477643593966,0.463475657223045,0.477074436319373,"Benedict Hollerbach","Union Berlin","Bundesliga","FW,MF",1,2540,0.399369183511504
"43",0.129660654973092,0.43196118868772,0.534081377004259,"Loïs Openda","RB Leipzig","Bundesliga","FW,MF",1,2453,0.396192665725734
"44",0.420926331224874,0.444929771136747,0.322459988339061,"Anthony Caci","Mainz 05","Bundesliga","DF",2,2684,0.394699760631211
"45",0.475729379387134,0.489942640388185,0.213604688096733,"Nadiem Amiri","Mainz 05","Bundesliga","MF",2,2473,0.392387525385884
"46",0.319592712923025,0.461153039104888,0.394682837363246,"Robin Hack","Gladbach","Bundesliga","FW,MF",1,2172,0.390501441899072
"47",0.663195253251509,0.332171937111867,0.113462488355023,"Anton Stach","Hoffenheim","Bundesliga","MF,DF",2,2585,0.390188315240578
"48",0.00569928964746467,0.327614151436389,0.648388512887755,"Justin Njinmah","Werder Bremen","Bundesliga","FW,MF",1,952,0.389522050597256
"49",0.404180358684345,0.390381605370434,0.374145180125883,"Lee Jae-sung","Mainz 05","Bundesliga","MF",1,2650,0.386555231551986
"50",0.695381138325852,0.327473841025517,0.0667502121619487,"Jeffrey Gouweleeuw","Augsburg","Bundesliga","DF",2,2944,0.38608413133835
"51",0.31229205128366,0.343312871798711,0.45126649766054,"David Raum","RB Leipzig","Bundesliga","DF",1,1783,0.385613573032492
"52",0.73267983875814,0.246111820075615,0.0765592299079504,"Arthur Theate","Eint Frankfurt","Bundesliga","DF",2,2704,0.381936547452496
"53",0.0917743508174116,0.409243782420775,0.532180803197498,"Tim Skarke","Union Berlin","Bundesliga","FW,MF",1,1164,0.379081447877247
"54",0.700328321025685,0.230605156231876,0.116774802899223,"Waldemar Anton","Dortmund","Bundesliga","DF",2,1949,0.378313916728381
"55",0.177832246805458,0.254778217020762,0.560233291662632,"Derrick Köhn","Werder Bremen","Bundesliga","DF,FW",1,1343,0.377474316763701
"56",0.349563442620352,0.419798600463958,0.369474050804435,"Tim Kleindienst","Gladbach","Bundesliga","FW",1,2737,0.376564355285156
"57",0.135793555013788,0.364645389516544,0.524350770855395,"Moritz Broschinski","Bochum","Bundesliga","FW,MF",1,1390,0.376427598595811
"58",0.395437420141083,0.525324626496419,0.283528807080006,"Matúš Bero","Bochum","Bundesliga","MF",1,2565,0.375226515989855
"59",0.507684292909559,0.374710866523194,0.217274933680837,"Philipp Treu","St. Pauli","Bundesliga","MF,DF",2,2881,0.374866692707728
"60",0.225899463482068,0.413994381228242,0.440271823572152,"Lucas Höler","Freiburg","Bundesliga","FW,MF",1,1867,0.374164767860577
"61",0.121811722400349,0.305301460575762,0.558806696527604,"Marius Bülter","Hoffenheim","Bundesliga","FW,DF",1,1729,0.373916077554309
"62",0.10969238579065,0.300215868417674,0.566566745934718,"Nathan Tella","Leverkusen","Bundesliga","MF,FW",1,1359,0.372935926423023
